episode,avg_waiting_time,avg_speed,total_stopped,total_waiting_time,total_reward
0,0.4278963695825119,9.950047282195932,3.004166666666667,13.427777777777777,-0.31999999999999995
1,0.6623073480455461,9.785093721006536,3.5083333333333333,22.683333333333334,-0.2
2,0.6791185104077722,9.808855488981314,3.5097222222222224,22.875,-0.41
3,0.45560230950649244,9.9140457083017,3.1166666666666667,14.48611111111111,-0.30000000000000043
4,0.6286193732524815,9.875554650129452,3.3875,21.45277777777778,-0.39
