episode,avg_waiting_time,avg_speed,total_stopped,total_waiting_time,total_reward
0,3.935746298305098,8.291130728948385,9.943055555555556,149.79166666666666,0.0
1,3.8432179253077448,8.280268794999099,9.833333333333334,146.2375,0.0
2,3.8941048964411435,8.278802221945513,9.927777777777777,149.2722222222222,0.0
3,3.9532699288352395,8.237016226851182,10.029166666666667,150.17638888888888,0.0
4,3.8584385302599276,8.300344008732676,9.854166666666666,146.55416666666667,0.0
