metric,rl_mean,rl_std,fixed_mean,fixed_std,improvement_pct
avg_waiting_time,0.48671265302080097,0.02837553806384776,3.8899621247118326,0.06835450219462087,87.48798478193778
avg_speed,9.805918041157176,0.09581769322221038,8.300323664991597,0.05143076074532523,18.138983935237942
total_stopped,3.361944444444444,0.16540494640819034,9.422500000000001,0.17880130706291672,64.3200377347366
total_waiting_time,16.04,1.1576800882490792,140.7197222222222,3.676376217289164,88.60145561212103
