step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.049764323969795,0,0.0,0.9234082574075048,0,0.0
10.0,0,0.0,0.0,9.804142758491208,0,0.0,0.7080637877486822,0,0.0
15.0,0,0.0,0.0,10.330707573403853,0,0.0,0.7932956693389213,0,0.0
20.0,2,5.0,0.38461538461538464,11.28392758621931,2,5.0,0.7118821678902844,2,5.0
25.0,0,0.0,0.0,11.002361551337907,0,6.0,0.7670763267350711,0,6.0
30.0,2,7.0,0.3684210526315789,10.704392584648014,2,7.0,0.7118013247797236,2,7.0
35.0,2,2.0,0.09523809523809523,9.121750484929347,2,4.0,0.628084352548141,2,4.0
40.0,2,9.0,0.375,11.267159329380839,2,9.0,0.7987324023978344,2,9.0
45.0,1,1.0,0.04,10.973062217511034,1,1.0,0.727933447624424,1,1.0
50.0,3,13.0,0.48148148148148145,10.885057391508237,3,13.0,0.643622793467503,3,13.0
55.0,0,0.0,0.0,10.85069468146864,0,7.0,0.7829852766499793,0,7.0
60.0,1,5.0,0.16129032258064516,11.698198279224314,1,5.0,0.7650306049641291,1,5.0
65.0,0,0.0,0.0,11.802569350164363,0,0.0,0.8944765758161853,0,0.0
70.0,1,2.0,0.06896551724137931,12.245812860887911,1,2.0,0.8435560457342565,1,2.0
75.0,3,10.0,0.3448275862068966,10.223858902574516,3,10.0,0.509849839841628,3,10.0
80.0,7,41.0,1.5185185185185186,8.919857685582748,7,41.0,0.46460807135438603,7,41.0
85.0,10,85.0,3.0357142857142856,8.127607334816762,9,82.0,0.4839359060690491,9,82.0
90.0,3,19.0,0.7037037037037037,8.42098909842848,3,58.0,0.6076140345938378,3,58.0
95.0,2,5.0,0.1724137931034483,9.193391549852949,1,27.0,0.5901748381154526,1,27.0
100.0,4,7.0,0.22580645161290322,8.997516951073006,4,38.0,0.539044440579303,4,38.0
105.0,6,23.0,0.6764705882352942,8.907568261078591,6,59.0,0.43112833655306204,6,59.0
110.0,10,65.0,1.8571428571428572,8.34249214063837,10,101.0,0.32271673213446994,10,101.0
115.0,13,128.0,3.4594594594594597,7.586110700668544,13,164.0,0.319332477870385,13,164.0
120.0,5,36.0,1.0909090909090908,6.908018659353001,5,113.0,0.38965730713137053,5,113.0
125.0,6,17.0,0.5,8.100116749884378,4,99.0,0.3895175657426467,4,99.0
130.0,2,5.0,0.14285714285714285,9.348831870924743,2,113.0,0.5380500395140935,2,113.0
135.0,8,28.0,0.8,8.32971258052219,8,138.0,0.4023585859435278,8,138.0
140.0,4,27.0,0.7105263157894737,8.883483916542618,4,97.0,0.4943811036640405,4,97.0
145.0,4,8.0,0.20512820512820512,8.589288889361358,3,104.0,0.39829342454994043,3,104.0
150.0,7,30.0,0.8333333333333334,9.00786339240574,7,80.0,0.4472565436347155,7,80.0
155.0,5,14.0,0.4,8.078582032055158,5,84.0,0.3473609532639354,5,84.0
160.0,9,49.0,1.3611111111111112,8.376506284069073,9,125.0,0.37574158505779526,9,125.0
165.0,9,94.0,2.764705882352941,8.711687693308951,9,156.0,0.42449213434015065,9,156.0
170.0,5,59.0,1.6388888888888888,9.174620898410346,5,118.0,0.5016143898950699,5,118.0
175.0,4,16.0,0.4444444444444444,9.595696735554789,3,117.0,0.5493557597660116,3,117.0
180.0,4,27.0,0.75,9.557616290573328,3,85.0,0.5077212361009689,3,85.0
185.0,3,7.0,0.19444444444444445,9.74707463981635,3,69.0,0.6099588512740932,3,69.0
190.0,7,30.0,0.8823529411764706,10.164431709455755,6,89.0,0.5886989431639826,6,89.0
195.0,5,46.0,1.393939393939394,8.927403732941606,5,110.0,0.4098292779840517,5,110.0
200.0,12,91.0,2.676470588235294,8.138227082619652,12,152.0,0.36321110328256734,12,152.0
205.0,13,153.0,4.371428571428571,7.751972582253447,13,214.0,0.3559145157664929,13,214.0
210.0,5,51.0,1.5454545454545454,6.304269546010718,5,143.0,0.29770783051257466,5,143.0
215.0,7,19.0,0.5428571428571428,7.820956089829063,5,124.0,0.38299114560682523,5,124.0
220.0,5,9.0,0.25,8.125134338863427,5,135.0,0.42946168549649405,5,135.0
225.0,9,39.0,1.0263157894736843,9.092933809772871,8,167.0,0.3838529335057814,8,167.0
230.0,4,21.0,0.5384615384615384,9.162704613894308,4,99.0,0.4314338689080923,4,99.0
235.0,3,9.0,0.23076923076923078,10.288429337547292,2,78.0,0.5574534069919289,2,78.0
240.0,5,16.0,0.4444444444444444,8.910334963275197,4,38.0,0.44464953774512145,4,38.0
245.0,5,25.0,0.6756756756756757,9.074829968385227,4,43.0,0.3806309578332216,4,43.0
250.0,9,60.0,1.8181818181818181,8.126971997074703,9,79.0,0.33081665242306024,9,79.0
255.0,8,92.0,2.875,8.238636358323147,8,97.0,0.3979004742456284,8,97.0
260.0,2,13.0,0.38235294117647056,8.42278232814307,2,55.0,0.4454453080824264,2,55.0
265.0,6,20.0,0.6060606060606061,8.611350712742087,5,64.0,0.4718646780420246,5,64.0
270.0,3,9.0,0.2647058823529412,8.322429423283145,3,71.0,0.37559222133874554,3,71.0
275.0,5,19.0,0.5757575757575758,8.593594423772124,5,73.0,0.381543571970201,5,73.0
280.0,5,15.0,0.42857142857142855,9.781527690198711,5,47.0,0.5389879073180858,5,47.0
285.0,3,21.0,0.5833333333333334,10.43090102650777,3,41.0,0.6615502269975166,3,41.0
290.0,4,9.0,0.2571428571428571,9.649564235186999,4,32.0,0.5530685750190688,4,32.0
295.0,6,38.0,1.1176470588235294,10.170099108976116,6,48.0,0.6204773105962125,6,48.0
300.0,6,68.0,2.0,9.43560793363244,6,78.0,0.5308544068004961,6,78.0
305.0,10,115.0,3.3823529411764706,8.277906060277848,9,123.0,0.43183550072558957,9,123.0
