step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,10.502510861164952,0,0.0,0.7518985880737526,0,0.0
10.0,1,4.0,0.5714285714285714,10.931674223137724,1,4.0,0.8086494566877956,1,4.0
15.0,0,0.0,0.0,9.39749205672466,0,0.0,0.8618760819388861,0,0.0
20.0,2,5.0,0.38461538461538464,10.146797075068772,2,5.0,0.6617416145952864,2,5.0
25.0,0,0.0,0.0,9.888555195668728,0,4.0,0.7747434733234698,0,4.0
30.0,1,3.0,0.15,9.819953179475839,1,3.0,0.6663583449801147,1,3.0
35.0,1,2.0,0.08695652173913043,9.96595680121177,1,2.0,0.7446487652333996,1,2.0
40.0,2,10.0,0.4,11.156261761282638,2,10.0,0.7351993242262809,2,10.0
45.0,1,1.0,0.037037037037037035,10.681020338711937,1,1.0,0.7222842025634533,1,1.0
50.0,4,15.0,0.5555555555555556,10.605770283730479,4,15.0,0.6223879411602311,4,15.0
55.0,0,0.0,0.0,9.601431365960067,0,1.0,0.6416817666482518,0,1.0
60.0,3,7.0,0.25,9.471969171792775,3,9.0,0.5497486060559005,3,9.0
65.0,4,10.0,0.3333333333333333,9.081516019719812,4,17.0,0.4308132881101607,4,17.0
70.0,5,35.0,1.206896551724138,9.231207924805558,5,38.0,0.46311114365607714,5,38.0
75.0,7,66.0,2.129032258064516,9.217961541972311,7,69.0,0.3639394750473297,7,69.0
80.0,9,108.0,3.6,8.344833410852972,9,111.0,0.3657599847975132,9,111.0
85.0,11,159.0,5.129032258064516,7.217396623742526,11,162.0,0.30792455915786154,11,162.0
90.0,14,228.0,7.862068965517241,5.7324397583480335,14,231.0,0.2679641356211053,14,231.0
95.0,18,307.0,10.233333333333333,4.763030822791692,18,310.0,0.20388902386785615,18,310.0
