step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.674018914465389,0,0.0,0.9894492610306105,0,0.0
10.0,0,0.0,0.0,12.857536946025093,0,0.0,0.9414611469989692,0,0.0
15.0,0,0.0,0.0,12.062630039006905,0,0.0,0.9061614020656356,0,0.0
20.0,1,2.0,0.14285714285714285,10.167704630255619,1,2.0,0.7212994651812553,1,2.0
25.0,4,16.0,0.8888888888888888,9.622845774812568,4,16.0,0.6157911351922754,4,16.0
30.0,1,3.0,0.14285714285714285,8.574980227703918,1,11.0,0.5801427559252423,1,11.0
35.0,4,17.0,0.68,8.42215359271783,4,17.0,0.4588048473304473,4,17.0
40.0,4,11.0,0.3793103448275862,8.947523933885616,4,17.0,0.5100855521423037,4,17.0
45.0,2,12.0,0.4,11.012543937967513,2,17.0,0.6550309997042961,2,17.0
50.0,1,1.0,0.03333333333333333,11.30994136688766,1,6.0,0.7678024276538767,1,6.0
55.0,5,16.0,0.5161290322580645,11.021341309678704,4,17.0,0.6299936241500966,4,17.0
60.0,0,0.0,0.0,10.387960091370568,0,8.0,0.6592151953508799,0,8.0
65.0,4,11.0,0.36666666666666664,10.29249767613746,4,11.0,0.5820382865354411,4,11.0
70.0,1,1.0,0.03333333333333333,10.021634158744876,1,9.0,0.6336308303671847,1,9.0
75.0,4,14.0,0.4827586206896552,10.696744754612423,4,14.0,0.6763468955517454,4,14.0
80.0,1,3.0,0.1,9.748050063548492,1,8.0,0.5769659196534397,1,8.0
85.0,4,14.0,0.45161290322580644,10.867502598970525,3,13.0,0.70916726547785,3,13.0
90.0,4,29.0,1.0,9.904039090774592,4,29.0,0.5339920637193638,4,29.0
95.0,3,10.0,0.3225806451612903,8.716790238404768,3,12.0,0.40377077604983963,3,12.0
100.0,7,40.0,1.25,9.837303069183688,7,40.0,0.5123833606090311,7,40.0
105.0,2,18.0,0.6,10.044022389243663,2,37.0,0.6422270983974606,2,37.0
110.0,5,10.0,0.3225806451612903,9.666004502423059,4,24.0,0.5740522309193647,4,24.0
115.0,0,0.0,0.0,10.338419629135146,0,15.0,0.6752375801751853,0,15.0
120.0,7,20.0,0.625,8.928972469531349,7,32.0,0.43398766995633026,7,32.0
125.0,0,0.0,0.0,9.308990066058493,0,15.0,0.600755122642238,0,15.0
130.0,7,24.0,0.6857142857142857,9.788699530366282,5,26.0,0.5639033201444559,5,26.0
135.0,5,33.0,0.9428571428571428,9.223564801055424,5,46.0,0.4988525915810919,5,46.0
140.0,7,58.0,1.7575757575757576,9.473325475815527,7,58.0,0.5339358135870156,7,58.0
145.0,8,94.0,2.6857142857142855,9.698748431542244,8,94.0,0.567847222512421,8,94.0
150.0,2,31.0,0.8611111111111112,9.34267727698741,2,63.0,0.6045268497320182,2,63.0
155.0,2,4.0,0.12121212121212122,9.298416681371581,1,54.0,0.6148210913500696,1,54.0
160.0,3,7.0,0.19444444444444445,9.223785608598329,3,41.0,0.5205455689005868,3,41.0
165.0,2,5.0,0.14285714285714285,9.013412716703721,2,45.0,0.49105631064829186,2,45.0
170.0,6,30.0,0.8108108108108109,8.8735338453991,6,72.0,0.34787426028367213,6,72.0
175.0,9,72.0,1.8461538461538463,9.203298623462912,9,106.0,0.37101719650496684,9,106.0
180.0,5,42.0,1.1666666666666667,9.095987764120599,5,71.0,0.4876304453579827,5,71.0
185.0,3,9.0,0.2727272727272727,8.085831224349075,3,87.0,0.320776482193796,3,87.0
190.0,0,0.0,0.0,9.976567827264253,0,49.0,0.6549202722110816,0,49.0
195.0,4,11.0,0.3235294117647059,9.91020587830626,4,60.0,0.5215765021515427,4,60.0
200.0,8,43.0,1.303030303030303,9.753116670125456,8,92.0,0.4739069870641089,8,92.0
205.0,5,42.0,1.2352941176470589,8.914815625648183,5,87.0,0.4381278163540755,5,87.0
210.0,7,28.0,0.8235294117647058,8.772951956764825,6,113.0,0.4306849039037145,6,113.0
215.0,2,3.0,0.0967741935483871,8.455640205657769,2,110.0,0.5182927348551272,2,110.0
220.0,8,27.0,0.9,8.218647058789863,7,120.0,0.43409934654492394,7,120.0
225.0,5,26.0,0.7647058823529411,8.751138708126224,5,103.0,0.49440956165362,5,103.0
230.0,4,14.0,0.4117647058823529,8.453050388769167,3,119.0,0.37804335115007215,3,119.0
235.0,2,4.0,0.10810810810810811,9.061528680382667,2,125.0,0.486792473158908,2,125.0
240.0,4,11.0,0.2894736842105263,10.050821593717046,4,140.0,0.552453536106822,4,140.0
245.0,7,38.0,1.0555555555555556,9.226795958349136,7,159.0,0.46559728528025074,7,159.0
250.0,5,39.0,1.0833333333333333,8.916591453848419,5,140.0,0.47243902837425444,5,140.0
255.0,2,11.0,0.3142857142857143,9.09196389218807,2,108.0,0.5779483081051341,2,108.0
260.0,3,22.0,0.6285714285714286,9.296800366746991,2,83.0,0.5475533006646063,2,83.0
265.0,3,5.0,0.15151515151515152,8.935751238556849,3,73.0,0.5285392924033909,3,73.0
270.0,5,28.0,0.7777777777777778,9.19529992209441,5,92.0,0.4619292490762696,5,92.0
275.0,4,24.0,0.631578947368421,9.344763288178461,4,68.0,0.5222924476282405,4,68.0
280.0,5,27.0,0.75,9.459195913180695,5,90.0,0.5366991981317643,5,90.0
285.0,4,18.0,0.4864864864864865,9.592889369955895,4,91.0,0.5812881808826772,4,91.0
290.0,6,32.0,0.8421052631578947,9.620770764270794,6,94.0,0.5471570977015192,6,94.0
295.0,3,24.0,0.6486486486486487,9.811789197133482,3,67.0,0.6405434230253437,3,67.0
300.0,0,0.0,0.0,10.789294445614642,0,17.0,0.722236487821428,0,17.0
305.0,3,8.0,0.20512820512820512,10.835055632386664,3,8.0,0.6596590601352034,3,8.0
310.0,2,3.0,0.07894736842105263,9.736645397207164,2,9.0,0.5221094553270273,2,9.0
315.0,6,23.0,0.6216216216216216,9.55000639859641,5,29.0,0.4732643950811718,5,29.0
320.0,3,8.0,0.22857142857142856,10.04286590802645,3,22.0,0.5651204052684361,3,22.0
325.0,5,26.0,0.7428571428571429,10.058476786755524,5,41.0,0.47010073917831285,5,41.0
330.0,2,5.0,0.14705882352941177,10.262458309313805,2,30.0,0.5745277387600901,2,30.0
335.0,6,24.0,0.7741935483870968,9.937501271441379,6,43.0,0.5277450908512319,6,43.0
340.0,1,3.0,0.09090909090909091,10.576587509389247,1,30.0,0.7460033459802408,1,30.0
345.0,5,16.0,0.5,10.233340465798424,3,35.0,0.6270305716274029,3,35.0
350.0,2,3.0,0.0967741935483871,9.512348577460468,2,16.0,0.4640443421801293,2,16.0
355.0,6,29.0,0.9666666666666667,9.333244201222978,6,42.0,0.37548324074479256,6,42.0
360.0,2,8.0,0.24242424242424243,10.516426426901877,2,19.0,0.657662360357897,2,19.0
365.0,4,10.0,0.30303030303030304,10.619198931465908,3,23.0,0.5973006600558453,3,23.0
370.0,2,3.0,0.09090909090909091,9.982542355654525,2,28.0,0.5644765033880615,2,28.0
375.0,7,30.0,0.9375,8.573962377405962,7,55.0,0.39116390749806557,7,55.0
380.0,2,11.0,0.3333333333333333,9.431889981710643,2,38.0,0.6068243160368479,2,38.0
385.0,4,13.0,0.38235294117647056,9.767022588293736,3,39.0,0.5566098933621106,3,39.0
390.0,9,47.0,1.46875,9.182103501553451,8,68.0,0.433172930266778,8,68.0
395.0,11,98.0,2.8823529411764706,8.27829428407891,10,114.0,0.35710451570551593,10,114.0
400.0,3,8.0,0.23529411764705882,8.269569493853009,3,98.0,0.4582342211722096,3,98.0
405.0,6,25.0,0.78125,8.872103365031723,5,87.0,0.5089285794859724,5,87.0
410.0,1,8.0,0.23529411764705882,9.267478867075306,1,60.0,0.5462573075544647,1,60.0
415.0,4,10.0,0.2857142857142857,9.435987906510253,4,67.0,0.5040137529268501,4,67.0
420.0,3,9.0,0.24324324324324326,9.62851997413307,3,73.0,0.47468429274434587,3,73.0
425.0,4,27.0,0.75,10.024988914046038,4,88.0,0.5502223492342695,4,88.0
430.0,6,54.0,1.4594594594594594,9.788536169786441,5,110.0,0.5471072868387105,5,110.0
435.0,7,85.0,2.4285714285714284,9.087296455340812,7,147.0,0.5018738169814332,7,147.0
440.0,10,127.0,3.735294117647059,6.939477492895785,9,183.0,0.32521796608969655,9,183.0
445.0,13,184.0,5.575757575757576,6.149586421104898,13,245.0,0.31269057504061526,13,245.0
450.0,16,251.0,7.382352941176471,6.162313527447778,16,310.0,0.3116546907273184,16,310.0
455.0,7,76.0,2.054054054054054,6.3996184563948875,7,196.0,0.36169101343317456,7,196.0
460.0,9,26.0,0.6666666666666666,7.856147463981925,7,101.0,0.4401573822785914,7,101.0
465.0,1,1.0,0.025,8.519172853964392,1,100.0,0.4555429859626283,1,100.0
470.0,9,36.0,0.8780487804878049,8.847041059725765,9,135.0,0.33422339150189556,9,135.0
475.0,5,30.0,0.6976744186046512,9.115052142733013,5,81.0,0.40182724094094807,5,81.0
480.0,5,21.0,0.4772727272727273,9.35652484568479,4,101.0,0.388377132338867,4,101.0
485.0,5,11.0,0.2619047619047619,8.406568253932747,5,94.0,0.3060662774663818,5,94.0
490.0,11,48.0,1.2,8.493924558582624,11,128.0,0.34164383840905704,11,128.0
495.0,5,31.0,0.8611111111111112,8.496561637100363,5,106.0,0.4417549348904907,5,106.0
500.0,7,17.0,0.4857142857142857,8.379955416365025,5,107.0,0.4198675091422568,5,107.0
505.0,9,49.0,1.3611111111111112,7.889441611379989,8,134.0,0.30343152669474244,8,134.0
510.0,4,14.0,0.3888888888888889,8.529242075610107,4,147.0,0.42565546299711365,4,147.0
515.0,8,41.0,1.1388888888888888,9.278011993786434,7,168.0,0.4300327846867109,7,168.0
520.0,4,22.0,0.5945945945945946,9.613866359406854,4,123.0,0.5188445376031992,4,123.0
525.0,4,12.0,0.3333333333333333,10.052028891551895,3,94.0,0.5452978699514092,3,94.0
530.0,2,3.0,0.08333333333333333,9.005286774514694,2,89.0,0.43118792802911887,2,89.0
535.0,4,16.0,0.4444444444444444,8.384296950076983,4,100.0,0.34119616817526344,4,100.0
540.0,11,59.0,1.7878787878787878,8.28429970946557,11,143.0,0.3885296245364711,11,143.0
545.0,5,35.0,1.0,8.732832639748967,5,103.0,0.5430954084664205,5,103.0
550.0,1,3.0,0.08823529411764706,9.88992821946972,1,101.0,0.6523006768198534,1,101.0
555.0,5,12.0,0.35294117647058826,8.946001587820565,5,110.0,0.4828138245120153,5,110.0
560.0,10,57.0,1.5833333333333333,8.960745901449691,10,155.0,0.4368474906207814,10,155.0
565.0,6,35.0,0.9459459459459459,8.142661217786873,6,118.0,0.4103514175533034,6,118.0
570.0,5,17.0,0.4594594594594595,8.752174975381088,4,61.0,0.42010054719348305,4,61.0
575.0,2,3.0,0.08333333333333333,8.81484977424691,2,61.0,0.4701928332895521,2,61.0
580.0,7,29.0,0.7435897435897436,10.14983743636142,6,75.0,0.5774788397794304,6,75.0
585.0,2,9.0,0.23684210526315788,10.228381768939464,2,52.0,0.5181017400745496,2,52.0
590.0,5,20.0,0.5405405405405406,10.663722575711114,5,21.0,0.4854253764842719,5,21.0
595.0,0,0.0,0.0,11.190588245848321,0,5.0,0.7631466710105651,0,5.0
600.0,0,0.0,0.0,12.306674104470144,0,0.0,0.867829343849377,0,0.0
605.0,1,2.0,0.06451612903225806,10.966939887218462,1,2.0,0.58478822562081,1,2.0
610.0,4,17.0,0.5483870967741935,11.130948479884694,4,17.0,0.5376073454826604,4,17.0
615.0,1,1.0,0.03125,10.840120990216244,1,9.0,0.620884453020945,1,9.0
620.0,4,15.0,0.5555555555555556,10.451033078639275,4,15.0,0.5300313092971117,4,15.0
625.0,6,41.0,1.4137931034482758,10.471493845309551,6,41.0,0.4999580420414756,6,41.0
630.0,1,2.0,0.08,9.779519539083577,1,20.0,0.6195224885373213,1,20.0
635.0,1,3.0,0.10714285714285714,11.336555914088907,1,3.0,0.7804426853166596,1,3.0
640.0,2,2.0,0.07142857142857142,10.577022969406457,2,2.0,0.6598144056614226,2,2.0
645.0,5,21.0,0.7241379310344828,10.420134242931658,5,21.0,0.5450965028599651,5,21.0
650.0,0,0.0,0.0,10.483912134487134,0,14.0,0.7370010808518641,0,14.0
655.0,5,15.0,0.5,10.81346305915836,3,12.0,0.7330673254844638,3,12.0
660.0,0,0.0,0.0,10.412510861653747,0,11.0,0.6690550125219543,0,11.0
665.0,4,11.0,0.36666666666666664,10.425963572500656,4,23.0,0.5964729908781996,4,23.0
670.0,5,33.0,1.03125,10.932885006250002,5,44.0,0.6701132680652235,5,44.0
675.0,3,14.0,0.4666666666666667,10.168635069227834,3,26.0,0.6811965454479351,3,26.0
680.0,4,10.0,0.3333333333333333,9.488611121935294,4,13.0,0.550157323539163,4,13.0
685.0,5,11.0,0.34375,7.867078822805736,5,20.0,0.3401451613629798,5,20.0
690.0,9,42.0,1.2352941176470589,9.387695374122904,8,42.0,0.38293345221085184,8,42.0
695.0,2,9.0,0.2571428571428571,9.456459562918578,2,32.0,0.47232721986284243,2,32.0
700.0,3,12.0,0.35294117647058826,9.026934620541953,3,30.0,0.42888294008692607,3,30.0
