step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.828886097757103,0,0.0,0.9560052381999444,0,0.0
10.0,0,0.0,0.0,12.710076476921433,0,0.0,0.9364072658231927,0,0.0
15.0,0,0.0,0.0,12.005633025735607,0,0.0,0.8452407476199127,0,0.0
20.0,1,4.0,0.2857142857142857,10.882444624574171,1,4.0,0.7897409149142939,1,4.0
25.0,3,14.0,0.7777777777777778,6.1055337197742094,3,14.0,0.32492146782911746,3,14.0
30.0,9,50.0,2.5,6.410737566310128,9,50.0,0.3400800917410115,9,50.0
35.0,10,98.0,4.083333333333333,7.5051388472328,10,98.0,0.40662378315792774,10,98.0
40.0,4,36.0,1.2857142857142858,7.70559850888075,4,77.0,0.5266283011082165,4,77.0
45.0,1,4.0,0.13793103448275862,8.774914940370211,1,27.0,0.5481077511658323,1,27.0
50.0,3,6.0,0.2,8.801966723501227,3,29.0,0.45336766782181726,3,29.0
55.0,8,42.0,1.2727272727272727,9.43314989813598,7,60.0,0.5008445463033905,7,60.0
60.0,7,72.0,2.0,9.905436504802688,7,95.0,0.4795651151993877,7,95.0
65.0,11,113.0,3.2285714285714286,8.806134958114914,11,136.0,0.3878372751322974,11,136.0
70.0,12,170.0,5.3125,7.522881849229549,12,193.0,0.39958130211821996,12,193.0
75.0,7,70.0,2.121212121212121,7.146081070147772,7,139.0,0.4375488042246641,7,139.0
80.0,0,0.0,0.0,8.206274519161264,0,79.0,0.5560817265984447,0,79.0
85.0,4,11.0,0.3333333333333333,9.197464557071632,4,90.0,0.5345774645313105,4,90.0
90.0,10,51.0,1.3783783783783783,9.155832513435563,9,127.0,0.4840954977410299,9,127.0
95.0,8,49.0,1.1951219512195121,8.948428733686686,8,104.0,0.4670135335064361,8,104.0
100.0,5,16.0,0.4,7.984211932008518,4,127.0,0.34747926843225874,4,127.0
105.0,5,14.0,0.3684210526315789,7.016654156245035,5,139.0,0.35736822021619685,5,139.0
110.0,10,46.0,1.2105263157894737,7.310289825153831,9,169.0,0.33951572899047605,9,169.0
115.0,18,116.0,2.8292682926829267,7.245829900349749,18,242.0,0.2797409785689647,18,242.0
120.0,9,101.0,2.58974358974359,7.159452050791015,9,218.0,0.377368836156238,9,218.0
125.0,6,15.0,0.35714285714285715,8.024912367627527,4,236.0,0.37278835563664964,4,236.0
130.0,7,11.0,0.2682926829268293,7.221387061952471,7,262.0,0.310514433684662,7,262.0
135.0,9,40.0,0.9523809523809523,8.044769115920209,9,296.0,0.3773836851771879,9,296.0
140.0,12,62.0,1.441860465116279,7.667625208677248,12,273.0,0.3198467404389383,12,273.0
145.0,5,24.0,0.5853658536585366,7.542219022834453,4,236.0,0.31498256403710245,4,236.0
150.0,4,10.0,0.24390243902439024,7.7804656069965485,4,238.0,0.4106361818179565,4,238.0
155.0,10,35.0,0.7954545454545454,7.438918824229095,10,264.0,0.3068306544357707,10,264.0
160.0,13,60.0,1.3636363636363635,6.906041742085045,13,243.0,0.2801876744705918,13,243.0
165.0,10,48.0,1.1162790697674418,6.850086032776133,9,189.0,0.2727804995070362,9,189.0
170.0,8,39.0,0.8863636363636364,7.254726529054093,8,188.0,0.3131762137104801,8,188.0
175.0,12,51.0,1.186046511627907,7.900972045837488,11,227.0,0.34888787578891567,11,227.0
180.0,6,38.0,0.9047619047619048,8.801950657185696,6,168.0,0.3992867097299488,6,168.0
185.0,6,21.0,0.4772727272727273,8.929217063347629,5,147.0,0.36657843483785224,5,147.0
190.0,4,12.0,0.27906976744186046,8.688302574790518,4,142.0,0.3790441461539502,4,142.0
195.0,11,37.0,0.9024390243902439,7.494816598620277,10,178.0,0.3032652993165222,10,178.0
200.0,14,96.0,2.4,7.4462770534341,14,224.0,0.3304808240685258,14,224.0
205.0,14,161.0,4.025,6.7395411105711585,13,272.0,0.323946035699674,13,272.0
210.0,8,61.0,1.4878048780487805,6.18748338268739,8,189.0,0.2788276481110813,8,189.0
215.0,9,34.0,0.8095238095238095,7.03213162743901,7,190.0,0.3126088334304042,7,190.0
220.0,6,19.0,0.4523809523809524,7.503636017472324,6,197.0,0.34153000511705567,6,197.0
225.0,8,38.0,0.8837209302325582,8.21332976165237,8,222.0,0.27701993778089845,8,222.0
230.0,10,48.0,1.0434782608695652,8.796826748804031,10,178.0,0.3244990525830522,10,178.0
235.0,5,32.0,0.7111111111111111,9.326022044807855,5,109.0,0.46197000745375144,5,109.0
240.0,3,23.0,0.5348837209302325,9.126640510993527,3,100.0,0.4640152593491029,3,100.0
245.0,13,43.0,1.048780487804878,8.23070372658588,11,135.0,0.3635236196061701,11,135.0
250.0,8,38.0,0.9743589743589743,7.48662974040473,8,138.0,0.3313715474821911,8,138.0
255.0,6,24.0,0.5853658536585366,8.332003918517417,5,141.0,0.3298991943968093,5,141.0
