step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,1.0,0.25,9.112685154430533,1,1.0,0.6593120165368453,1,1.0
10.0,0,0.0,0.0,10.539747573552532,0,0.0,0.7861636149136718,0,0.0
15.0,1,1.0,0.09090909090909091,9.43431223617277,1,1.0,0.7787390802257617,1,1.0
20.0,1,6.0,0.42857142857142855,11.449166408118984,1,6.0,0.7636794768160123,1,6.0
25.0,0,0.0,0.0,10.723180723985791,0,0.0,0.7918042460569655,0,0.0
30.0,2,8.0,0.38095238095238093,10.279364800662886,2,8.0,0.6752420343420492,2,8.0
35.0,2,4.0,0.17391304347826086,8.829162984034706,2,11.0,0.57241111300195,2,11.0
40.0,3,13.0,0.5416666666666666,10.206796529888654,3,13.0,0.7041309396342089,3,13.0
45.0,1,1.0,0.038461538461538464,10.06033708026208,1,2.0,0.5884192610131358,1,2.0
50.0,5,17.0,0.6071428571428571,10.723758113525786,5,17.0,0.5188108903014572,5,17.0
55.0,0,0.0,0.0,10.477575489288597,0,8.0,0.5514667881469478,0,8.0
60.0,2,10.0,0.3448275862068966,11.068458458981658,2,10.0,0.6701474598426332,2,10.0
65.0,1,3.0,0.10344827586206896,10.80479662978642,1,3.0,0.6368972575970003,1,3.0
70.0,4,18.0,0.6,9.917922679358206,4,18.0,0.5720105403336043,4,18.0
75.0,1,2.0,0.07142857142857142,10.093318953833059,1,13.0,0.6828693062614303,1,13.0
80.0,1,1.0,0.03333333333333333,10.000661137451283,1,3.0,0.6032350769599963,1,3.0
85.0,1,2.0,0.06666666666666667,10.418715051133132,1,6.0,0.725549413596284,1,6.0
90.0,4,11.0,0.36666666666666664,10.300232911241496,3,12.0,0.6532361118720462,3,12.0
95.0,2,3.0,0.0967741935483871,10.07331217124585,2,14.0,0.6024466167464126,2,14.0
100.0,5,17.0,0.5862068965517241,10.09891946641506,4,23.0,0.661684039958758,4,23.0
105.0,0,0.0,0.0,10.244864110199163,0,18.0,0.6804948472731668,0,18.0
110.0,4,14.0,0.45161290322580644,9.702447676730085,4,32.0,0.5342758011213777,4,32.0
115.0,9,50.0,1.5625,8.506460620721453,9,68.0,0.4670026351319037,9,68.0
120.0,12,101.0,3.15625,7.753595518785245,12,119.0,0.39540367121416575,12,119.0
125.0,4,35.0,1.0606060606060606,7.13215747553555,4,89.0,0.39878435000490886,4,89.0
130.0,5,13.0,0.37142857142857144,8.224152823237683,4,83.0,0.4402546436698783,4,83.0
135.0,2,4.0,0.11764705882352941,8.707436496230285,2,79.0,0.5319540634161324,2,79.0
140.0,7,30.0,0.8108108108108109,8.765712475732744,6,100.0,0.41290737450180315,6,100.0
145.0,3,19.0,0.48717948717948717,8.869213483876374,3,83.0,0.4190583894200305,3,83.0
150.0,4,15.0,0.39473684210526316,8.433702209968558,4,59.0,0.4057267464114354,4,59.0
155.0,2,10.0,0.2631578947368421,8.782739883543188,2,52.0,0.45611047239420305,2,52.0
160.0,5,22.0,0.6111111111111112,9.625324254411769,5,50.0,0.5569561307768214,5,50.0
165.0,3,13.0,0.3611111111111111,10.056089525263282,3,37.0,0.5921476207069222,3,37.0
170.0,3,15.0,0.4166666666666667,10.047280274371975,3,15.0,0.5898210260542657,3,15.0
175.0,1,2.0,0.05405405405405406,9.25166589686453,1,10.0,0.5861521674200123,1,10.0
180.0,4,18.0,0.5142857142857142,10.081413370211266,4,26.0,0.5991401730417047,4,26.0
185.0,1,3.0,0.08823529411764706,10.308462276816599,1,16.0,0.7166808246968128,1,16.0
190.0,1,8.0,0.21621621621621623,11.044351004168094,1,22.0,0.7179935256574453,1,22.0
195.0,1,4.0,0.11428571428571428,10.868191030236066,1,12.0,0.7204973785754881,1,12.0
200.0,2,12.0,0.36363636363636365,10.13838296141156,2,17.0,0.5531000116347374,2,17.0
205.0,10,43.0,1.303030303030303,8.890453452125584,9,43.0,0.4108809056922129,9,43.0
210.0,1,2.0,0.06060606060606061,8.862603617303657,1,25.0,0.5274292992246914,1,25.0
215.0,7,28.0,0.8484848484848485,9.411399906390436,6,40.0,0.5042783727277146,6,40.0
220.0,2,5.0,0.15625,9.938800731039152,2,27.0,0.5951959590800441,2,27.0
225.0,2,11.0,0.34375,10.322017809122638,2,36.0,0.5539491355941506,2,36.0
230.0,5,14.0,0.4117647058823529,9.766157871052243,5,40.0,0.48034217346809344,5,40.0
235.0,4,33.0,0.9705882352941176,10.070455942782665,4,49.0,0.5655236131797274,4,49.0
240.0,7,62.0,1.8235294117647058,9.880638342023346,7,78.0,0.4806328255558193,7,78.0
